,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD
0,0.213443348184,0.243613432664,0,4.45,PAL,BERT-SQuAD,0.65,0.0
1,0.296452525835,0.273141005972,1,4.45,PAL,BERT-SQuAD,0.488620190677,0.0108512128352
2,0.254068347492,0.364112259818,2,4.45,PAL,BERT-SQuAD,0.461668611291,0.017446733691
3,0.247439658555,0.147380240663,3,4.45,PAL,BERT-SQuAD,0.358352182791,0.0491145097901
4,0.25470814285,0.221766958934,4,4.45,PAL,BERT-SQuAD,0.358352182791,0.0440104666379
5,0.277772265859,0.287876588239,5,4.45,PAL,BERT-SQuAD,0.358352182791,0.0113988408286
6,0.246426835601,0.216632638011,6,4.45,PAL,BERT-SQuAD,0.357558770345,0.044079262607
7,0.222754602182,0.246130237979,7,4.45,PAL,BERT-SQuAD,0.339712989371,0.0333002260662
8,0.245542786276,0.301161415716,8,4.45,PAL,BERT-SQuAD,0.339712989371,0.0443653214873
9,0.234864622158,0.203814954725,9,4.45,PAL,BERT-SQuAD,0.33921074899,0.0350469480276
10,0.216184208577,0.350631946001,10,4.45,PAL,BERT-SQuAD,0.334944145281,0.0440205237893
11,0.236848414309,0.226303979164,11,4.45,PAL,BERT-SQuAD,0.334944145281,0.00964241210938
12,0.294169137514,0.207680311049,12,4.45,PAL,BERT-SQuAD,0.334944145281,0.0386263880277
13,0.258664071415,0.240703501782,13,4.45,PAL,BERT-SQuAD,0.334944145281,0.0421963341389
14,0.218527027012,0.245919125251,14,4.45,PAL,BERT-SQuAD,0.334498907381,0.00287504427443
15,0.337171749854,0.366430605407,15,4.45,PAL,BERT-SQuAD,0.334498907381,0.0168063245707
16,0.230491406549,0.237917087984,16,4.45,PAL,BERT-SQuAD,0.334463912746,0.00265666791494
17,0.217745181239,0.333779161419,17,4.45,PAL,BERT-SQuAD,0.334450736468,0.00248337205586
18,0.307464045184,0.313428552059,18,4.45,PAL,BERT-SQuAD,0.334450736468,0.0238586019043
19,0.300227119818,0.201871940306,19,4.45,PAL,BERT-SQuAD,0.334450736468,0.00519591694955
20,0.231770405767,0.241014751343,20,4.45,PAL,BERT-SQuAD,0.334450736468,0.0343685771247
21,0.192301901656,0.194570451902,21,4.45,PAL,BERT-SQuAD,0.313942604168,0.0158264400433
22,0.269267275979,0.322584953268,22,4.45,PAL,BERT-SQuAD,0.313942604168,0.0383252618412
23,0.25807894352,0.378893890365,23,4.45,PAL,BERT-SQuAD,0.313942604168,0.0371111236618
24,0.253070277147,0.30118622505,24,4.45,PAL,BERT-SQuAD,0.313942604168,0.0207289601649
25,0.249604415685,0.291033895002,25,4.45,PAL,BERT-SQuAD,0.313942604168,0.00849136950287
26,0.268221052303,0.24369071722,26,4.45,PAL,BERT-SQuAD,0.313942604168,0.0135892910981
27,0.259499957676,0.234921227133,27,4.45,PAL,BERT-SQuAD,0.313942604168,0.0180122945513
28,0.222826836073,0.224414987258,28,4.45,PAL,BERT-SQuAD,0.313942604168,0.0116465301611
29,0.303874532655,0.28247167571,29,4.45,PAL,BERT-SQuAD,0.313942604168,0.00179029202488
30,0.337429452979,0.212170800053,30,4.45,PAL,BERT-SQuAD,0.313942604168,0.000392248675428
31,0.313328376355,0.266427135666,31,4.45,PAL,BERT-SQuAD,0.313942604168,0.0123444469434
32,0.355459752708,0.304667031797,32,4.45,PAL,BERT-SQuAD,0.313942604168,0.02267344471
33,0.258184927419,0.204034999084,33,4.45,PAL,BERT-SQuAD,0.313942604168,0.0389817526709
34,0.217637868691,0.360674911788,34,4.45,PAL,BERT-SQuAD,0.313942604168,0.0070811447102
35,0.28427872613,0.282251672205,35,4.45,PAL,BERT-SQuAD,0.313942604168,0.0499780872016
36,0.385528168268,0.306066211286,36,4.45,PAL,BERT-SQuAD,0.313942604168,0.0465262734125
37,0.38459885619,0.333868487055,37,4.45,PAL,BERT-SQuAD,0.313942604168,0.0327304053134
38,0.364213455058,0.243130177867,38,4.45,PAL,BERT-SQuAD,0.313942604168,0.0262199945432
39,0.376209433369,0.305162643626,39,4.45,PAL,BERT-SQuAD,0.313942604168,0.0358281597811
40,0.243147515999,0.152467680662,40,4.45,PAL,BERT-SQuAD,0.313761893072,0.00638254155507
