,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD
0,0.304899871213,0.252798594478,0,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.65,0.0
1,0.323952286313,0.283818598229,1,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.00325105648231
2,0.470746231266,0.290905341479,2,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.0222360308892
3,0.425135046152,0.281176030194,3,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.015043895472
4,0.442253420744,0.345690972202,4,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.0286916567156
5,0.335857749206,0.297924656901,5,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.0183262491446
6,0.289304090037,0.247894317748,6,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.480620206792,0.0377499235487
7,0.339985620052,0.290762436285,7,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.0135269090985
8,0.325360713862,0.276131040635,8,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.0267968507728
9,0.346962371108,0.361590978006,9,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.00143491332415
10,0.428293368949,0.34936231576,10,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.0414324464867
11,0.321910976713,0.279146872451,11,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.0147296249052
12,0.369542793468,0.243694072503,12,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.465481567764,0.0331800740681
13,0.285854782975,0.240227670447,13,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.46283349288,0.043886497814
14,0.328174743165,0.254452526085,14,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.457412224822,0.00135444894875
15,0.320859069799,0.231137088101,15,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.457412224822,0.0487909013324
16,0.296624943419,0.278018667812,16,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.00382012292928
17,0.309671177297,0.281397875975,17,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.0373849654496
18,0.442681169469,0.321023091161,18,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.0395771255051
19,0.373856975435,0.248879184432,19,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.0204699518008
20,0.338019137339,0.357348195706,20,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.0246967266506
21,0.336124801744,0.242803886774,21,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.0410047973663
22,0.282518646173,0.316975520503,22,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.451238438271,0.046878522668
23,0.296408082598,0.271125058065,23,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0221728714205
24,0.318133123616,0.281815502381,24,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0251716077002
25,0.316897059546,0.259653466888,25,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0392633396185
26,0.304064564894,0.28320928322,26,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0170081965726
27,0.328695254467,0.264162845417,27,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0407388996897
28,0.32359563216,0.234416097437,28,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.0187503736751
29,0.312481307425,0.239259099409,29,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448959775169,0.00765547646283
30,0.351634644813,0.400725317268,30,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.023778344601
31,0.330114825233,0.242504015457,31,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.000950420426001
32,0.411692162438,0.258122634816,32,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0157734665696
33,0.323081852114,0.248891369619,33,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.00653864628029
34,0.2919503394,0.260257080266,34,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0387740193891
35,0.390195085614,0.259614881946,35,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0298708511791
36,0.305478824871,0.243635980231,36,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0207617294253
37,0.398257685064,0.352408731911,37,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0368809461407
38,0.408600809266,0.270479936819,38,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0180080023363
39,0.360795807089,0.386674248221,39,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0329801002084
40,0.37886889912,0.260908285488,40,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0199972119558
41,0.400071807422,0.398031805308,41,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0128313659988
42,0.316655572808,0.231370067768,42,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448951660711,0.0375202870531
43,0.417201266636,0.294422267762,43,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.44891849919,0.00573558928573
44,0.315187467414,0.231061121754,44,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.44891849919,0.00321077094907
45,0.355228689087,0.242079184756,45,0.0,FlexiBO+RF-Ratio,BERT-SQuAD,0.448853573185,0.0357675967566
46,0.371297834829,0.299521071482,46,4.45,FlexiBO+RF-Ratio,BERT-SQuAD,0.448853573185,0.0453689099489
